Local Body Code,Local Body Name,Local Body Type,"District Level Parent Name
",Intermediate Level Parent Name,Ward Code,Ward Number,"Ward Name (In English)
","Ward Name (In Local)
"
221203,CHIRAKKAL,Village Panchayat,KANNUR,KANNUR,1474458,20,ALAVIL SOUTH,??????? ??????
221203,CHIRAKKAL,Village Panchayat,KANNUR,KANNUR,1474459,21,ARAMKOTTAM,??????????
221203,CHIRAKKAL,Village Panchayat,KANNUR,KANNUR,1474460,22,ALAVIL NORTH,??????? ?????????
221203,CHIRAKKAL,Village Panchayat,KANNUR,KANNUR,1474461,23,PUTHIYAPARAMBA,??????????????
221244,PAPPINISSERI,Village Panchayat,KANNUR,KANNUR,1474462,1,KOTTAPALAM,???????????
221244,PAPPINISSERI,Village Panchayat,KANNUR,KANNUR,1474463,2,KARIKKANKULAM,?????????????
221244,PAPPINISSERI,Village Panchayat,KANNUR,KANNUR,1474464,3,DHARMAKINAR,???????????????
221244,PAPPINISSERI,Village Panchayat,KANNUR,KANNUR,1474465,4,PAZHANCHIRA,???????
221244,PAPPINISSERI,Village Panchayat,KANNUR,KANNUR,1474466,5,MANHAKULAM,??????????
221244,PAPPINISSERI,Village Panchayat,KANNUR,KANNUR,1474467,6,AROLI HIGH SCHOOL,????? ???????????
221244,PAPPINISSERI,Village Panchayat,KANNUR,KANNUR,1474468,7,KEECHERIKUNNU,????????????????
221244,PAPPINISSERI,Village Panchayat,KANNUR,KANNUR,1474469,8,KALLOORI,???????
221244,PAPPINISSERI,Village Panchayat,KANNUR,KANNUR,1474470,9,KATTYAM,????????
221244,PAPPINISSERI,Village Panchayat,KANNUR,KANNUR,1474471,10,MANGADAVU,????????
221244,PAPPINISSERI,Village Panchayat,KANNUR,KANNUR,1474472,11,AROLI,?????
221244,PAPPINISSERI,Village Panchayat,KANNUR,KANNUR,1474473,12,THURUTHI,????????
221244,PAPPINISSERI,Village Panchayat,KANNUR,KANNUR,1474474,13,MORONNUMMAL,??????????????
221244,PAPPINISSERI,Village Panchayat,KANNUR,KANNUR,1474475,14,PAPPINISSERI CENTRAL,?????????????? ???????????
221244,PAPPINISSERI,Village Panchayat,KANNUR,KANNUR,1474476,15,VILAKANDAM,??????????
221244,PAPPINISSERI,Village Panchayat,KANNUR,KANNUR,1474477,16,ARATHIL,?????????
221244,PAPPINISSERI,Village Panchayat,KANNUR,KANNUR,1474478,17,BAPPIKAN THODE,????????????? ????
221244,PAPPINISSERI,Village Panchayat,KANNUR,KANNUR,1474479,18,PODIKKALAM,?????????
221244,PAPPINISSERI,Village Panchayat,KANNUR,KANNUR,1474480,19,ILLIPURAM,???????????
221244,PAPPINISSERI,Village Panchayat,KANNUR,KANNUR,1474481,20,PUTHIYAKAVU,?????????
221206,VALAPATTANAM,Village Panchayat,KANNUR,KANNUR,1474482,1,MURUKANDIKKAL,???????????????
221206,VALAPATTANAM,Village Panchayat,KANNUR,KANNUR,1474483,2,THOTTARIK,?????????
221206,VALAPATTANAM,Village Panchayat,KANNUR,KANNUR,1474484,3,NAGARAM,????
221206,VALAPATTANAM,Village Panchayat,KANNUR,KANNUR,1474485,4,KOTTABHAGAM,?????????
221206,VALAPATTANAM,Village Panchayat,KANNUR,KANNUR,1474486,5,KARIYIL,????????
221206,VALAPATTANAM,Village Panchayat,KANNUR,KANNUR,1474487,6,HIGHWAYSIDE,???? ????
221206,VALAPATTANAM,Village Panchayat,KANNUR,KANNUR,1474488,7,KALARIVATHUKKAL EAST,?????????????? ???????
221206,VALAPATTANAM,Village Panchayat,KANNUR,KANNUR,1474489,8,KALARIVATHUKKAL SOUTH,?????????????? ??????
221206,VALAPATTANAM,Village Panchayat,KANNUR,KANNUR,1474490,9,KALARIVATHUKKAL WEST,?????????????? ????????
221206,VALAPATTANAM,Village Panchayat,KANNUR,KANNUR,1474491,10,KARINGALPPADI,??????????????
221206,VALAPATTANAM,Village Panchayat,KANNUR,KANNUR,1474492,11,THANGALVAYAL SOUTH,???????????? ??????
221206,VALAPATTANAM,Village Panchayat,KANNUR,KANNUR,1474493,12,THANGALVAYAL WEST,???????????? ????????
221206,VALAPATTANAM,Village Panchayat,KANNUR,KANNUR,1474494,13,PALOTTUVAYAL,?????????????
221207,CHITTARIPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474495,1,MUDAPPATHUR,?????????????
221207,CHITTARIPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474496,2,VATTOLI,???????
221207,CHITTARIPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474497,3,EDUMBA,??????
221207,CHITTARIPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474498,4,MODOLI,??????
221207,CHITTARIPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474499,5,THODEEKKALAM,?????????
221207,CHITTARIPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474500,6,POOZHIYODE,????????
221207,CHITTARIPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474501,7,KANNAVAM,??????
221207,CHITTARIPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474502,8,POOVATHINKEEZHIL,???????????????????
221207,CHITTARIPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474503,9,CHITTARIPARAMBA,??????????????
221207,CHITTARIPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474504,10,MANNANTHARA,????????
221207,CHITTARIPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474505,11,AREEKKARA,???????
221207,CHITTARIPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474506,12,NHALIL,???????
221207,CHITTARIPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474507,13,VANNATHIMOOLA,????????????
221207,CHITTARIPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474508,14,MANANTHERI,?????????
221207,CHITTARIPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474509,15,AMBAYAKADU,????????????
221253,KOTTAYAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474510,1,MOUVERRY,????????
221253,KOTTAYAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474511,2,KINAVAKKAL,??????????
221253,KOTTAYAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474512,3,PURAKKALAM,????????
221253,KOTTAYAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474513,4,KOTTAYAM ANGADI,??????? ???????
221253,KOTTAYAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474514,5,THALLOD,???????
221253,KOTTAYAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474515,6,KOTTAYAMPOIL,??????????????
221253,KOTTAYAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474516,7,KANATHUM CHIRA,???????? ???
221253,KOTTAYAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474517,8,KUNNINU MEETHAL,???????? ????????
221253,KOTTAYAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474518,9,AARAMMILE,?????????
221253,KOTTAYAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474519,10,ERUVATTY,????????
221253,KOTTAYAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474520,11,POOLABAZAR,?????????
221253,KOTTAYAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474521,12,KOOVAPADI,?????????
221253,KOTTAYAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474522,13,OLAYIKKARA,?????????
221253,KOTTAYAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474523,14,MANGALOTTCHAAL,?????????? ?????
221208,KUNNATHUPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474524,1,KUNUMMAL,??????????
221208,KUNNATHUPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474525,2,CHENDAYAD,?????????
221208,KUNNATHUPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474526,3,KUNNOTHUPARAMBA,???????????????
221208,KUNNATHUPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474527,4,CHITTARITHODE,??????????????
221208,KUNNATHUPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474528,5,JATHIKOOTTAM,????????????
221208,KUNNATHUPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474529,6,CHERUPARAMBA,????????????
221208,KUNNATHUPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474530,7,KOLAVALLOOR,???????????
221208,KUNNATHUPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474531,8,THUVAKKUNNU,?????????????
221208,KUNNATHUPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474532,9,CHIRAKKARA,???????
221208,KUNNATHUPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474533,10,PARAD,??????
221208,KUNNATHUPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474534,11,EAST PARAD,??????? ??????
221208,KUNNATHUPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474535,12,KANNAMKODE,???????????
221208,KUNNATHUPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474536,13,PUTHUR,?????????
221208,KUNNATHUPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474537,14,CENTRAL PUTHOOR,??????????? ?????????
221208,KUNNATHUPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474538,15,ANAPPALAM,????????
221208,KUNNATHUPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474539,16,MARUNNAN POYIL,??????? ???????
221208,KUNNATHUPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474540,17,KUTTERI,????????
221208,KUNNATHUPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474541,18,KAIVELIKKAL,????????????
221208,KUNNATHUPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474542,19,NILLANGAL,???????????
221208,KUNNATHUPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474543,20,VARAPRA,?????
221208,KUNNATHUPARAMBA,Village Panchayat,KANNUR,KUTHUPARAMBA,1474544,21,MAVILERY,????????
221209,MANGATTIDOM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474545,1,VATTIPROM,?????????
221209,MANGATTIDOM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474546,2,KANDERI,???????
221209,MANGATTIDOM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474547,3,MERUVAMBAYI,???????????
221209,MANGATTIDOM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474548,4,KANDAMKUNNU,????????????
221209,MANGATTIDOM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474549,5,NEERVELI,???????????
221209,MANGATTIDOM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474550,6,AYITHARA,???????
221209,MANGATTIDOM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474551,7,MAMBARAM,??????
221209,MANGATTIDOM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474552,8,KAITHERI 12 TH MILE,?????? 12 ? ?????
221209,MANGATTIDOM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474553,9,KAITHERI 11 TH MILE,?????? 11 ? ?????
221209,MANGATTIDOM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474554,10,RAMAPURAM,???????
221209,MANGATTIDOM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474555,11,KARIYIL,????????
221209,MANGATTIDOM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474556,12,KURUMBUKKAL,??????????????
221209,MANGATTIDOM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474557,13,AYYAPPANTHODE,??????????????
221209,MANGATTIDOM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474558,14,AMBILAD,?????????
221209,MANGATTIDOM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474559,15,MANGATTIDAM,????????????
221209,MANGATTIDOM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474560,16,VELLAPPANTHAL,??????????????
221209,MANGATTIDOM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474561,17,SANKARANELLUR,??????????????
221209,MANGATTIDOM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474562,18,KOYILODE,????????
221209,MANGATTIDOM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474563,19,KIRACHI,????????
221213,PATTIAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474564,1,KONGATTA NORTH,????????? ?????????
221213,PATTIAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474565,2,POOKODE,????????
221213,PATTIAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474566,3,OTTACHIMAKKOOL,?????????????????
221213,PATTIAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474567,4,SOUTH PATTIAM,?????? ??????
221213,PATTIAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474568,5,MOOZHIVAYAL,?????????
221213,PATTIAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474569,6,PUTHIYATHERU,?????????
221213,PATTIAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474570,7,MUDIYANGA,????????
221213,PATTIAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474571,8,KARYATTUPURAM,??????????????
221213,PATTIAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474572,9,KOOTERIPOIL,??????????????????
221213,PATTIAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474573,10,CHEERATTA,???????
221213,PATTIAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474574,11,POOVATHOOR,????????????
221213,PATTIAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474575,12,KANNAVAM COLONY,?????? ?????
221213,PATTIAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474576,13,CHERUVANCHERY,????????????
221213,PATTIAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474577,14,PATHAYAKKUNNU,??????????????
221213,PATTIAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474578,15,KOTTAYODI,??????????
221213,PATTIAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474579,16,KONKACHI,??????????
221213,PATTIAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474580,17,EAST KADIRUR,??????? ????????
221213,PATTIAM,Village Panchayat,KANNUR,KUTHUPARAMBA,1474581,18,KONGATTA,?????????
221214,TRIPPANGOTTUR,Village Panchayat,KANNUR,KUTHUPARAMBA,1474582,1,VADAKKE POYILOOR,?????? ??????????
221214,TRIPPANGOTTUR,Village Panchayat,KANNUR,KUTHUPARAMBA,1474583,2,PARAYULLA PARAMBA,???????? ??????
221214,TRIPPANGOTTUR,Village Panchayat,KANNUR,KUTHUPARAMBA,1474584,3,PULLAYITHODE,??????????????
221214,TRIPPANGOTTUR,Village Panchayat,KANNUR,KUTHUPARAMBA,1474585,4,CHAMATHAKKAD,?????????
221214,TRIPPANGOTTUR,Village Panchayat,KANNUR,KUTHUPARAMBA,1474586,5,VILAKKOTTOOR EAST,?????????????? ???????
221214,TRIPPANGOTTUR,Village Panchayat,KANNUR,KUTHUPARAMBA,1474587,6,CENTRAL POYILOOR,??????????? ??????????
221214,TRIPPANGOTTUR,Village Panchayat,KANNUR,KUTHUPARAMBA,1474588,7,VATTAPOYILUMMAL,?????????????????
221214,TRIPPANGOTTUR,Village Panchayat,KANNUR,KUTHUPARAMBA,1474589,8,THEKKUMURI,???????????
221214,TRIPPANGOTTUR,Village Panchayat,KANNUR,KUTHUPARAMBA,1474590,9,VILAKKOTTOR WEST,?????????????? ????????
221214,TRIPPANGOTTUR,Village Panchayat,KANNUR,KUTHUPARAMBA,1474591,10,CHETTAKKANDY,????????????
221214,TRIPPANGOTTUR,Village Panchayat,KANNUR,KUTHUPARAMBA,1474592,11,KALLIKKANDY,????????????
221214,TRIPPANGOTTUR,Village Panchayat,KANNUR,KUTHUPARAMBA,1474593,12,UTHUKKUMMAL,?????????????
221214,TRIPPANGOTTUR,Village Panchayat,KANNUR,KUTHUPARAMBA,1474594,13,MUNDATHODE,???????????
221214,TRIPPANGOTTUR,Village Panchayat,KANNUR,KUTHUPARAMBA,1474595,14,ERANJEENKEEZIL,????????????????
221214,TRIPPANGOTTUR,Village Panchayat,KANNUR,KUTHUPARAMBA,1474596,15,KURUNGAD,??????????
221214,TRIPPANGOTTUR,Village Panchayat,KANNUR,KUTHUPARAMBA,1474597,16,KADAVTHUR TOWN,?????????? ?????
221214,TRIPPANGOTTUR,Village Panchayat,KANNUR,KUTHUPARAMBA,1474598,17,HIGH SCHOOL,?????????
221214,TRIPPANGOTTUR,Village Panchayat,KANNUR,KUTHUPARAMBA,1474599,18,KEERIYAV,????????
221248,CHOKLI,Village Panchayat,KANNUR,PANOOR,1474600,1,NIDUMBRAM,??????????
221248,CHOKLI,Village Panchayat,KANNUR,PANOOR,1474601,2,NIDUMBRAM VAYLIL PEEDIKA,?????????? ??????? ?????
221248,CHOKLI,Village Panchayat,KANNUR,PANOOR,1474602,3,REGISTRAR OFFICE,??????????? ?????
221248,CHOKLI,Village Panchayat,KANNUR,PANOOR,1474603,4,MARANKANDI,???????????
221248,CHOKLI,Village Panchayat,KANNUR,PANOOR,1474604,5,ANDIPEEDIKA,????????????
221248,CHOKLI,Village Panchayat,KANNUR,PANOOR,1474605,6,KURUNTHALIPEEDIKA,?????????? ?????
221248,CHOKLI,Village Panchayat,KANNUR,PANOOR,1474606,7,KUTTIYILPEEDIKA,??????????? ?????
221248,CHOKLI,Village Panchayat,KANNUR,PANOOR,1474607,8,MEKKUNNU ??????????,??????????
221248,CHOKLI,Village Panchayat,KANNUR,PANOOR,1474608,9,KANHIRATHIN KEEZHIL,?????????????? ???????
221248,CHOKLI,Village Panchayat,KANNUR,PANOOR,1474609,10,MATHIPPARAMBA,?????????????
221248,CHOKLI,Village Panchayat,KANNUR,PANOOR,1474610,11,NARAYANAN PARAMBA,????????? ??????
221248,CHOKLI,Village Panchayat,KANNUR,PANOOR,1474611,12,OLAVILAM,??????
221248,CHOKLI,Village Panchayat,KANNUR,PANOOR,1474612,13,MEKKARAVEETIL THAZHA,??????????????? ????
221248,CHOKLI,Village Panchayat,KANNUR,PANOOR,1474613,14,KAVIYYOR EAST,???????? ???????
221248,CHOKLI,Village Panchayat,KANNUR,PANOOR,1474614,15,KAVIYYOR,????????
221248,CHOKLI,Village Panchayat,KANNUR,PANOOR,1474615,16,CHOKLI TOWN,??????
221248,CHOKLI,Village Panchayat,KANNUR,PANOOR,1474616,17,NIDUMBRAM ILLATH PEEDIKA,?????????? ???????? ?????
221251,KADIRUR,Village Panchayat,KANNUR,PANOOR,1474617,1,PULLYODU,??????????
221251,KADIRUR,Village Panchayat,KANNUR,PANOOR,1474618,2,PULLYODU C.H NAGAR,?????????? ??.????? ?????
221251,KADIRUR,Village Panchayat,KANNUR,PANOOR,1474619,3,KADIRUR TOWN,???????? ?????
221251,KADIRUR,Village Panchayat,KANNUR,PANOOR,1474620,4,KADIRUR THERU,???????? ????
221251,KADIRUR,Village Panchayat,KANNUR,PANOOR,1474621,5,AANIKKAMPOYIL,???????????????
221251,KADIRUR,Village Panchayat,KANNUR,PANOOR,1474622,6,CHUNDANGAPPOYIL,??????????????????
221251,KADIRUR,Village Panchayat,KANNUR,PANOOR,1474623,7,KAKKARA,?????
221251,KADIRUR,Village Panchayat,KANNUR,PANOOR,1474624,8,PONNYAM PALAM,???????? ????
221251,KADIRUR,Village Panchayat,KANNUR,PANOOR,1474625,9,PONNYAM SOUTH,???????? ??????
221251,KADIRUR,Village Panchayat,KANNUR,PANOOR,1474626,10,KUNDUCHIRA,?????????
221251,KADIRUR,Village Panchayat,KANNUR,PANOOR,1474627,11,PARAMKUNNU,???? ??????
221251,KADIRUR,Village Panchayat,KANNUR,PANOOR,1474628,12,PONNYAM SRAMBI,???????? ????????
221251,KADIRUR,Village Panchayat,KANNUR,PANOOR,1474629,13,PULLODI,??????????
221251,KADIRUR,Village Panchayat,KANNUR,PANOOR,1474630,14,CHOYYADAM,????????
221251,KADIRUR,Village Panchayat,KANNUR,PANOOR,1474631,15,KADIRUR TEMPLE,???????? ?????????
221251,KADIRUR,Village Panchayat,KANNUR,PANOOR,1474632,16,KUTTYERICHAL,?????????????????
221251,KADIRUR,Village Panchayat,KANNUR,PANOOR,1474633,17,4 TH - MILE,????? ?????
221251,KADIRUR,Village Panchayat,KANNUR,PANOOR,1474634,18,PULLYOD EAST,?????????? ???????
221210,MOKERI,Village Panchayat,KANNUR,PANOOR,1474635,1,ATTUPURAM,?????????
221210,MOKERI,Village Panchayat,KANNUR,PANOOR,1474636,2,PATHIPPALAM,????????????
221210,MOKERI,Village Panchayat,KANNUR,PANOOR,1474637,3,VALLYAYI NORTH,???????? ?????????
221210,MOKERI,Village Panchayat,KANNUR,PANOOR,1474638,4,VALLYAYI EAST,???????? ???????
221210,MOKERI,Village Panchayat,KANNUR,PANOOR,1474639,5,VALLYAYI,????????
221210,MOKERI,Village Panchayat,KANNUR,PANOOR,1474640,6,MAKKOOL PEEDIKA,??????????????
221210,MOKERI,Village Panchayat,KANNUR,PANOOR,1474641,7,MUTHARI PEEDIKA,???????? ?????
221210,MOKERI,Village Panchayat,KANNUR,PANOOR,1474642,8,PAREMMAL,??????????
221210,MOKERI,Village Panchayat,KANNUR,PANOOR,1474643,9,VALLANGAD,??????????
221210,MOKERI,Village Panchayat,KANNUR,PANOOR,1474644,10,MOKERI,??????
221210,MOKERI,Village Panchayat,KANNUR,PANOOR,1474645,11,KADEPRAM,???????
221210,MOKERI,Village Panchayat,KANNUR,PANOOR,1474646,12,KOORARA,?????
221210,MOKERI,Village Panchayat,KANNUR,PANOOR,1474647,13,PADINHARE MOKERI,????????? ??????
221210,MOKERI,Village Panchayat,KANNUR,PANOOR,1474648,14,KOORARA NORTH,????? ?????????
221211,PANNIYANNUR,Village Panchayat,KANNUR,PANOOR,1474649,1,PONNIYAMPALAM,????????????
221211,PANNIYANNUR,Village Panchayat,KANNUR,PANOOR,1474650,2,MANAYATHVAYAL,??????? ?????
221211,PANNIYANNUR,Village Panchayat,KANNUR,PANOOR,1474651,3,THAZHE CHAMPAD,???? ???????
221211,PANNIYANNUR,Village Panchayat,KANNUR,PANOOR,1474652,4,ARAYAKOOL,???????????
221211,PANNIYANNUR,Village Panchayat,KANNUR,PANOOR,1474653,5,KIZHAKKE CHAMPAD,??????? ???????
221211,PANNIYANNUR,Village Panchayat,KANNUR,PANOOR,1474654,6,KOTTAKKUNNU,?????????????
221211,PANNIYANNUR,Village Panchayat,KANNUR,PANOOR,1474655,7,VADAKKE PANNIYANNUR,?????? ?????????????
221211,PANNIYANNUR,Village Panchayat,KANNUR,PANOOR,1474656,8,KIZHAKKE PANNIYANNUR,??????? ?????????????
221211,PANNIYANNUR,Village Panchayat,KANNUR,PANOOR,1474657,9,THEKKE PANNIYANNUR,?????? ?????????????
221211,PANNIYANNUR,Village Panchayat,KANNUR,PANOOR,1474658,10,PANNIYANNUR,?????????????
221211,PANNIYANNUR,Village Panchayat,KANNUR,PANOOR,1474659,11,KUNDUKULANGARA,?????????????
221211,PANNIYANNUR,Village Panchayat,KANNUR,PANOOR,1474660,12,CENTRAL MANEKKARA,??????????? ???????
221211,PANNIYANNUR,Village Panchayat,KANNUR,PANOOR,1474661,13,MANEKKARA,???????
221211,PANNIYANNUR,Village Panchayat,KANNUR,PANOOR,1474662,14,PUNCHAKKARA,?????????
221211,PANNIYANNUR,Village Panchayat,KANNUR,PANOOR,1474663,15,MEETHALE CHAMPAD,??????? ???????
221216,CHERUPUZHA,Village Panchayat,KANNUR,PAYYANNUR,1474664,1,KOLLADA,???????
221216,CHERUPUZHA,Village Panchayat,KANNUR,PAYYANNUR,1474665,2,CHERUPUZHA,???????
221216,CHERUPUZHA,Village Panchayat,KANNUR,PAYYANNUR,1474666,3,KOLUVALLY,?????????
221216,CHERUPUZHA,Village Panchayat,KANNUR,PAYYANNUR,1474667,4,CHUNDA,?????
221216,CHERUPUZHA,Village Panchayat,KANNUR,PAYYANNUR,1474668,5,PULINGOME,?????????
221216,CHERUPUZHA,Village Panchayat,KANNUR,PAYYANNUR,1474669,6,EDAVARAMBA,???????
221216,CHERUPUZHA,Village Panchayat,KANNUR,PAYYANNUR,1474670,7,KARIYIKKARA,????????
221216,CHERUPUZHA,Village Panchayat,KANNUR,PAYYANNUR,1474671,8,RAJAGIRI,???????
221216,CHERUPUZHA,Village Panchayat,KANNUR,PAYYANNUR,1474672,9,JOSEGIRI,????????
221216,CHERUPUZHA,Village Panchayat,KANNUR,PAYYANNUR,1474673,10,KOZHICHAL,???????????
221216,CHERUPUZHA,Village Panchayat,KANNUR,PAYYANNUR,1474674,11,CHATTIVAYAL,??????????
221216,CHERUPUZHA,Village Panchayat,KANNUR,PAYYANNUR,1474675,12,MARUTHUMPADI,??????????
221216,CHERUPUZHA,Village Panchayat,KANNUR,PAYYANNUR,1474676,13,THIRUMENI,????????
221216,CHERUPUZHA,Village Panchayat,KANNUR,PAYYANNUR,1474677,14,EYYANKALLU,???????????
221216,CHERUPUZHA,Village Panchayat,KANNUR,PAYYANNUR,1474678,15,PRAPOYIL,?????????????
221216,CHERUPUZHA,Village Panchayat,KANNUR,PAYYANNUR,1474679,16,PAROTHUMNEER,??????????????
221216,CHERUPUZHA,Village Panchayat,KANNUR,PAYYANNUR,1474680,17,MANJAKKADU,??????????
221216,CHERUPUZHA,Village Panchayat,KANNUR,PAYYANNUR,1474681,18,KAKKENCHAL,?????????????
221216,CHERUPUZHA,Village Panchayat,KANNUR,PAYYANNUR,1474682,19,KUNDAMTHADAM,?????????
221218,ERAMAM -KUTTOOR,Village Panchayat,KANNUR,PAYYANNUR,1474683,1,ERAMAM,????
221218,ERAMAM -KUTTOOR,Village Panchayat,KANNUR,PAYYANNUR,1474684,2,RAMAPURAM,???????
221218,ERAMAM -KUTTOOR,Village Panchayat,KANNUR,PAYYANNUR,1474685,3,KUTTUR,?????????
221218,ERAMAM -KUTTOOR,Village Panchayat,KANNUR,PAYYANNUR,1474686,4,OLAYAMBADI,?????????
221218,ERAMAM -KUTTOOR,Village Panchayat,KANNUR,PAYYANNUR,1474687,5,CHATTIYOL,??????????
221218,ERAMAM -KUTTOOR,Village Panchayat,KANNUR,PAYYANNUR,1474688,6,PERUVAMBA,?????????
221218,ERAMAM -KUTTOOR,Village Panchayat,KANNUR,PAYYANNUR,1474689,7,KAKKARA,?????
221218,ERAMAM -KUTTOOR,Village Panchayat,KANNUR,PAYYANNUR,1474690,8,KAYAPPOYIL,????????????
221218,ERAMAM -KUTTOOR,Village Panchayat,KANNUR,PAYYANNUR,1474691,9,VELLORA,???????
221218,ERAMAM -KUTTOOR,Village Panchayat,KANNUR,PAYYANNUR,1474692,10,PERUMBADAVU,??????????
221218,ERAMAM -KUTTOOR,Village Panchayat,KANNUR,PAYYANNUR,1474693,11,KARIPPAL,??????????
221218,ERAMAM -KUTTOOR,Village Panchayat,KANNUR,PAYYANNUR,1474694,12,KOYIPRA,???????
221218,ERAMAM -KUTTOOR,Village Panchayat,KANNUR,PAYYANNUR,1474695,13,NELLIYAD,??????????
221218,ERAMAM -KUTTOOR,Village Panchayat,KANNUR,PAYYANNUR,1474696,14,THUMBATHADAM,??????????
221218,ERAMAM -KUTTOOR,Village Panchayat,KANNUR,PAYYANNUR,1474697,15,MATHAMANGALAM,????????
221218,ERAMAM -KUTTOOR,Village Panchayat,KANNUR,PAYYANNUR,1474698,16,PERUL,???????
